sentence,label
that is even lazier and far less enjoyable .,0
the heat of the moment,1
and dog lovers,1
"repellent to fully endear itself to american art house audiences ,",0
not even felinni would know what to make of this italian freakshow .,0
awesome,1
a vh1 behind the music special that has something a little more special behind it : music that did n't sell many records but helped change a nation,1
is n't a very,0
everybody else is in the background,1
a remarkable ability to document both sides of this emotional car-wreck,1
like life on the island,0
demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world,1
its charms,1
the salton sea works the way a good noir should,1
"relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius .",1
be found a tough beauty,1
be distasteful to children and adults,0
seem to be in a contest to see who can out-bad-act the other,0
hell,0
there 's ... an underlying old world sexism to monday morning that undercuts its charm,0
of quirkily appealing minor movie she might not make for a while,1
", it is not enough to give the film the substance it so desperately needs .",0
"ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's",0
dave barry 's popular book,1
no. 1,1
sassy,1
strangely funny,1
two marvelously,1
"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins .",1
", the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo .",1
to be running on hypertime in reverse as the truly funny bits,1
very funny as you peek at it through the fingers in front of your eyes,1
fills me with revulsion,0
the usual whoopee-cushion effort,0
112-minute,1
"it does n't reach them , but the effort is gratefully received",1
provides a window into a subculture hell-bent on expressing itself in every way imaginable,1
clooney directs this film always keeping the balance between the fantastic and the believable ...,1
"the best ,",1
clue you in that something 's horribly wrong,0
has n't graduated from junior high school,0
for its overwhelming creepiness,0
that is impenetrable and dull,0
its storytelling prowess and special effects,1
because it overstays its natural running time,0
"a whole lot of fun and funny in the middle , though somewhat less hard-hitting at the start and finish .",1
his films so memorable,1
is a just a waste,0
brings documentary-like credibility,1
just ca n't tear himself away from the characters,1
ability to think,1
a script that assumes you are n't very bright,0
brought me uncomfortably close to losing my lunch .,0
"is genial but never inspired , and little",1
stands a good chance of being the big,1
peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids,0
", quirky , original",1
good old-fashioned slash-and-hack is back !,1
"the right movie comes along , especially if it begins with the name of star wars",1
makes for unexpectedly giddy viewing,1
big heart,1
are n't very bright,0
with alexandre desplat 's haunting and sublime music,1
master class .,1
wo n't be an ),0
of dreamlike ecstasy,1
be much funnier than anything,1
of a brutal mid,0
to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie,1
where santa gives gifts to grownups,1
the funniest film,1
brought down by lousy direction,0
a way of seeping into your consciousness,1
sixties-style slickness in which the hero might wind up,1
a story about intelligent high school students that deals with first love sweetly but also seriously .,1
a poignant and wryly amusing film,1
"is without doubt an artist of uncompromising vision , but that vision is beginning to feel ,",0
on his way to becoming the american indian spike lee,1
polished,1
something to be taken seriously,1
"a beautiful , timeless and universal tale of heated passions --",1
"compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality",1
a re-hash,0
no affinity,0
racist portraits,0
go to the u.n. and ask permission for a preemptive strike,0
wryly amusing,1
little doubt that kidman has become one of our best actors,1
has turned out to be a one-trick pony,0
"i liked the original short story but this movie , even at an hour and twenty-some minutes",0
"richard pryor mined his personal horrors and came up with a treasure chest of material ,",1
be entertained by the sight of someone getting away with something,1
", jackass lacks aspirations of social upheaval .",0
own tortured psyche,1
what should have been a painless time-killer becomes instead a grating endurance test .,0
reasonably creative,1
funny and,1
the survivors,1
offering fine acting moments and,1
takes a fresh and absorbing look,1
flair and bouncing bravado,1
"i liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and",0
offers an intriguing what-if premise,1
is flawed,0
embarrassingly ham-fisted sex jokes,0
ardently waste viewers ' time with a gobbler like this,0
the film ... presents classic moral-condundrum drama : what would you have done to survive ?,1
the film 's lack of personality,0
", poorly dubbed dialogue and murky cinematography",0
the rare directors who feels acting is the heart and soul of cinema,1
"an uncomfortable experience ,",0
a rather unique approach to documentary,1
a well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .,1
check,1
steals the show,1
committed to film,1
"is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery",1
leftovers,1
"have much panache , but with material this rich it does n't need it",1
"with seriously dumb characters , which somewhat dilutes the pleasure of watching them",0
your mind is being blown,1
